SUBJECT;LABEL;DICE;HDRFDST;;LABEL;METRIC;STATISTIC;VALUE
117122;WhiteMatter;0.81856689;2.449489743;;;;;
117122-PP;Amygdala;0.596713302;11.70469991;;;;;
117122-PP;GreyMatter;0.686778642;4;;;;;
117122-PP;Hippocampus;0.702756675;5.385164807;;;;;
117122-PP;Thalamus;0.825716987;4.123105626;;;;;
117122-PP;WhiteMatter;0.832189985;2.828427125;;;;;
118932;Amygdala;0.532116788;12.56980509;;;;;
118932;GreyMatter;0.72275506;2.828427125;;;;;
118932;Hippocampus;0.529543096;14.31782106;;;;;
118932;Thalamus;0.721321022;16.58312395;;;;;
118932;WhiteMatter;0.833251658;2.236067977;;;;;
118932-PP;Amygdala;0.61962607;11.35781669;;;;;
118932-PP;GreyMatter;0.700578513;3.605551275;;;;;
118932-PP;Hippocampus;0.670408658;5.916079783;;;;;
118932-PP;Thalamus;0.797975107;4.582575695;;;;;
118932-PP;WhiteMatter;0.84623258;2.828427125;;;;;
122620;Amygdala;0.555918439;13.37908816;;;;;
122620;GreyMatter;0.724577396;3.16227766;;;;;
122620;Hippocampus;0.544206285;14.86606875;;;;;
122620;Thalamus;0.759747527;12.9614814;;;;;
122620;WhiteMatter;0.808194248;2.828427125;;;;;
122620-PP;Amygdala;0.6237534;10.63014581;;;;;
122620-PP;GreyMatter;0.706032669;4;;;;;
122620-PP;Hippocampus;0.68214899;4.358898944;;;;;
122620-PP;Thalamus;0.830754736;3.16227766;;;;;
122620-PP;WhiteMatter;0.830020321;2.236067977;;;;;
123117;Amygdala;0.520914569;13.03840481;;;;;
123117;GreyMatter;0.708779563;3.605551275;;;;;
123117;Hippocampus;0.540583336;14.86606875;;;;;
123117;Thalamus;0.696631067;18.41195264;;;;;
123117;WhiteMatter;0.846668376;3;;;;;
123117-PP;Amygdala;0.598150265;11.87434209;;;;;
123117-PP;GreyMatter;0.688059114;3.741657387;;;;;
123117-PP;Hippocampus;0.685998947;6;;;;;
123117-PP;Thalamus;0.770136708;5.099019514;;;;;
123117-PP;WhiteMatter;0.858152405;3;;;;;
