SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.43836123185055026;23.874672772626646
117122;GreyMatter;0.7093748981279246;2.23606797749979
117122;Hippocampus;0.37903684007181654;23.853720883753127
117122;Thalamus;0.6653299773900431;33.83784863137726
117122;WhiteMatter;0.8136915170574136;3.0
117122-PP;Amygdala;0.43836123185055026;23.874672772626646
117122-PP;GreyMatter;0.7093748981279246;2.23606797749979
117122-PP;Hippocampus;0.37903684007181654;23.853720883753127
117122-PP;Thalamus;0.6653299773900431;33.83784863137726
117122-PP;WhiteMatter;0.8136915170574136;3.0
118528;Amygdala;0.36196013289036544;21.77154105707724
118528;GreyMatter;0.706831018191467;4.123105625617661
118528;Hippocampus;0.36467956821939124;21.213203435596427
118528;Thalamus;0.6523235800344234;35.482389998420345
118528;WhiteMatter;0.8228361781697007;3.0
118528-PP;Amygdala;0.36196013289036544;21.77154105707724
118528-PP;GreyMatter;0.706831018191467;4.123105625617661
118528-PP;Hippocampus;0.36467956821939124;21.213203435596427
118528-PP;Thalamus;0.6523235800344234;35.482389998420345
118528-PP;WhiteMatter;0.8228361781697007;3.0
118730;Amygdala;0.4888448190381755;25.80697580112788
118730;GreyMatter;0.7164162906946427;2.23606797749979
118730;Hippocampus;0.341937506531508;27.0
118730;Thalamus;0.6646741146885435;31.04834939252005
118730;WhiteMatter;0.8099306418129123;2.8284271247461903
118730-PP;Amygdala;0.4888448190381755;25.80697580112788
118730-PP;GreyMatter;0.7164162906946427;2.23606797749979
118730-PP;Hippocampus;0.341937506531508;27.0
118730-PP;Thalamus;0.6646741146885435;31.04834939252005
118730-PP;WhiteMatter;0.8099306418129123;2.8284271247461903
118932;Amygdala;0.4677569697483264;22.516660498395403
118932;GreyMatter;0.7205144377661834;3.0
118932;Hippocampus;0.34923617351523567;21.79449471770337
118932;Thalamus;0.6654052095494988;30.01666203960727
118932;WhiteMatter;0.8288199343064184;2.8284271247461903
118932-PP;Amygdala;0.4677569697483264;22.516660498395403
118932-PP;GreyMatter;0.7205144377661834;3.0
118932-PP;Hippocampus;0.34923617351523567;21.79449471770337
118932-PP;Thalamus;0.6654052095494988;30.01666203960727
118932-PP;WhiteMatter;0.8288199343064184;2.8284271247461903
120111;Amygdala;0.42424242424242425;23.958297101421877
120111;GreyMatter;0.7039584718077284;2.8284271247461903
120111;Hippocampus;0.3392538897454895;25.019992006393608
120111;Thalamus;0.6265180056990954;35.185224171518364
120111;WhiteMatter;0.8443658583931872;2.23606797749979
120111-PP;Amygdala;0.42424242424242425;23.958297101421877
120111-PP;GreyMatter;0.7039584718077284;2.8284271247461903
120111-PP;Hippocampus;0.3392538897454895;25.019992006393608
120111-PP;Thalamus;0.6265180056990954;35.185224171518364
120111-PP;WhiteMatter;0.8443658583931872;2.23606797749979
122317;Amygdala;0.5117784571120302;24.331050121192877
122317;GreyMatter;0.7215314136125655;2.8284271247461903
122317;Hippocampus;0.3546408355635554;26.419689627245813
122317;Thalamus;0.6814686786766824;35.4400902933387
122317;WhiteMatter;0.8300216144216708;3.1622776601683795
122317-PP;Amygdala;0.5117784571120302;24.331050121192877
122317-PP;GreyMatter;0.7215314136125655;2.8284271247461903
122317-PP;Hippocampus;0.3546408355635554;26.419689627245813
122317-PP;Thalamus;0.6814686786766824;35.4400902933387
122317-PP;WhiteMatter;0.8300216144216708;3.1622776601683795
122620;Amygdala;0.5137989778534924;21.587033144922902
122620;GreyMatter;0.7242293920259386;3.7416573867739413
122620;Hippocampus;0.3694888312557517;23.021728866442675
122620;Thalamus;0.6855794949558771;33.0
122620;WhiteMatter;0.8022751823999908;3.0
122620-PP;Amygdala;0.5137989778534924;21.587033144922902
122620-PP;GreyMatter;0.7242293920259386;3.7416573867739413
122620-PP;Hippocampus;0.3694888312557517;23.021728866442675
122620-PP;Thalamus;0.6855794949558771;33.0
122620-PP;WhiteMatter;0.8022751823999908;3.0
123117;Amygdala;0.43623104334134416;23.021728866442675
123117;GreyMatter;0.7069082740933267;4.123105625617661
123117;Hippocampus;0.3539116442959855;22.20360331117452
123117;Thalamus;0.6425283950617284;33.37663853655727
123117;WhiteMatter;0.8402417179539007;3.4641016151377544
123117-PP;Amygdala;0.43623104334134416;23.021728866442675
123117-PP;GreyMatter;0.7069082740933267;4.123105625617661
123117-PP;Hippocampus;0.3539116442959855;22.20360331117452
123117-PP;Thalamus;0.6425283950617284;33.37663853655727
123117-PP;WhiteMatter;0.8402417179539007;3.4641016151377544
123925;Amygdala;0.47129314970488284;21.400934559032695
123925;GreyMatter;0.7024718491552435;3.0
123925;Hippocampus;0.3643238526582594;27.80287754891569
123925;Thalamus;0.7051009145380006;32.78719262151
123925;WhiteMatter;0.8267346809399378;3.1622776601683795
123925-PP;Amygdala;0.47129314970488284;21.400934559032695
123925-PP;GreyMatter;0.7024718491552435;3.0
123925-PP;Hippocampus;0.3643238526582594;27.80287754891569
123925-PP;Thalamus;0.7051009145380006;32.78719262151
123925-PP;WhiteMatter;0.8267346809399378;3.1622776601683795
124422;Amygdala;0.5769458795629712;21.470910553583888
124422;GreyMatter;0.6987803853585147;3.0
124422;Hippocampus;0.37034622155571495;26.68332812825267
124422;Thalamus;0.721331981797399;38.13135192987524
124422;WhiteMatter;0.7787457445764755;3.3166247903554
124422-PP;Amygdala;0.5769458795629712;21.470910553583888
124422-PP;GreyMatter;0.6987803853585147;3.0
124422-PP;Hippocampus;0.37034622155571495;26.68332812825267
124422-PP;Thalamus;0.721331981797399;38.13135192987524
124422-PP;WhiteMatter;0.7787457445764755;3.3166247903554
